,No,시군구명,어린이집코드,어린이집명,어린이집유형,운영현황,우편번호,상세주소,전화번호,팩스번호,홈페이지주소,보육실수,보육실 면적,놀이터수,CCTV총설치수,보육교직원수,정원,현원,시설 위도(좌표값),시설 경도(좌표값),통학차량운영여부,인가일자,휴지시작일자,휴지종료일자,폐지일자,데이터기준일자,제공서비스,반수-만0세,반수-만1세,반수-만2세,반수-만3세,반수-만4세,반수-만5세,반수-영아혼합(만0~2세),반수-유아혼합(만3~5세),반수-특수장애,반수-총계,아동수-만0세,아동수-만1세,아동수-만2세,아동수-만3세,아동수-만4세,아동수-만5세,아동수-영아혼합(만0~2세),아동수-유아혼합(만3~5세),아동수-특수장애,아동수-총계,근속년수-1년미만,근속년수-1년이상~2년미만,근속년수-2년이상~4년미만,근속년수-4년이상~6년미만,근속년수-6년이상,교직원현황-원장,교직원현황-보육교사,교직원현황-특수교사,교직원현황-치료교사,교직원현황-영양사,교직원현황-간호사,교직원현황-간호조무사,교직원현황-조리원,교직원현황-사무직원,교직원현황-총계,데이터수집일,경도,위도,상태
4502,8222,마포구,11440000101,피노키오어린이집,민간,정상,4013,서울특별시 마포구 월드컵로15길 59 (망원동),02-332-9894,,http://pinokio.ukid.kr,6,206.0,1,11,14,89,82,37.55436764,126.9079028,미운영,1996-05-16,,,,2021-07-23,일반,0,2,2,2,1,0,0,2,0,9,0,10,14,23,0,0,0,35,0,82,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,03:21.0,126.9079159,37.55438125,정좌표
4503,8225,강서구,11500000033,정도어린이집,민간,정상,7720,서울특별시 강서구 화곡로24길 55 서울특별시 강서구 화곡로24길55,02-2603-9553,02-2695-9098,,3,68.0,0,5,7,28,28,37.53967199,126.8409991,운영,1996-05-13,,,,2021-07-23,일반,0,2,1,0,0,0,0,1,0,4,0,10,7,0,0,0,0,11,0,28,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,03:42.0,126.8394712,37.53862439,정좌표
4504,8226,도봉구,11320000066,또래또어린이집,민간,정상,1393,서울특별시 도봉구 방학로7길 51 (쌍문동),02-902-8295,02-902-8206,,5,131.0,0,6,10,49,39,37.66037783,127.0373313,운영,1996-05-11,,,,2021-07-23,일반,0,1,1,0,0,0,0,2,0,4,0,5,6,0,0,0,0,28,0,39,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,02:40.0,127.0365027,37.66029262,정좌표
4505,8227,관악구,11620000272,구립낙성대어린이집,국공립,정상,8790,서울특별시 관악구 관악로12길 58-5 (봉천동)  [낙성대동],02-872-0726,02-882-4402,http://info.childcare.go.kr/info/pnis/search/preview/SummaryInfoSlPu.jsp?flag=YJ&STCODE_POP=11620000272,5,298.0,1,6,13,75,57,37.47731033,126.9554743,미운영,1996-05-10,,,,2021-07-23,야간연장,0,2,2,1,1,1,0,0,0,7,0,9,11,13,10,14,0,0,0,57,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,13.0,04:30.0,126.9554734,37.4773089,정좌표
4506,8231,구로구,11530000202,둥이나라어린이집,가정,정상,8357,서울특별시 구로구 경인로8길 64 101동 104호(오류동 영풍마드레빌아파트),02-2681-0705,02-2681-0705,,3,51.0,0,4,6,19,19,37.48275004,126.8393406,미운영,1996-05-07,,,,2021-07-23,일반,0,1,1,0,0,0,2,0,0,4,0,4,7,0,0,0,8,0,0,19,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,03:51.0,126.8399779,37.49203417,정좌표
4507,8233,구로구,11530000076,꾸러기동산어린이집,민간,정상,8373,서울특별시 구로구 디지털로27라길 32 (구로동),02-855-3579,02-863-9070,www.comkaraka.org/ilove,3,167.0,0,7,5,30,14,37.48638819,126.8894661,미운영,1996-05-04,,,,2021-07-23,일반,1,1,1,0,0,0,0,0,0,3,3,4,7,0,0,0,0,0,0,14,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,03:51.0,126.8889441,37.48600163,정좌표
4508,8236,송파구,11710000049,보혜어린이집,민간,정상,5671,서울특별시 송파구 가락로28길 11 (송파동),02-2202-9170,02-2202-9171,cafe.naver.com/bohyekid.cafe,4,211.0,0,6,9,32,30,37.50607937,127.1171129,미운영,1996-05-03,,,,2021-07-23,야간연장,0,4,2,1,0,0,1,0,0,8,0,13,14,0,0,0,3,0,0,30,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,05:01.0,127.1171276,37.50609178,정좌표
4509,8237,광진구,11215000197,한라어린이집,민간,정상,5070,서울특별시 광진구 뚝섬로33길 20 (자양동),02-2201-1264,02-2201-1265,http://cafe.naver.com/hanra33,5,188.0,1,6,10,44,39,37.53529257,127.0695742,미운영,1996-05-01,,,,2021-07-23,일반,3,2,3,1,2,0,6,1,0,18,6,10,14,0,0,0,0,9,0,39,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,01:51.0,127.0699133,37.53509497,정좌표
4510,8239,동대문구,11230000268,경희의료원 어린이집,직장,정상,2454,서울특별시 동대문구 경희대로1나길 56-1,02-958-9850,02-958-9851,,3,96.0,0,5,8,36,14,37.59343863,127.0501452,미운영,1996-05-01,,,,2021-07-23,야간연장,0,1,1,0,0,0,3,1,0,6,0,0,0,0,0,0,9,5,0,14,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,02:00.0,127.0501567,37.59344234,정좌표
4511,8240,영등포구,11560000181,리틀영일우리어린이집,가정,정상,7368,서울특별시 영등포구 도신로29사길 22,02-835-9488,02-835-9488,,3,58.0,0,6,5,18,10,37.51086622,126.9064048,미운영,1996-04-30,,,,2021-07-23,일반,1,1,1,0,0,0,3,0,0,6,2,4,0,0,0,0,4,0,0,10,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,04:10.0,126.9064098,37.51086106,정좌표
4512,8244,서초구,11650000043,신애어린이집,민간,정상,6762,서울특별시 서초구 바우뫼로9길 9 (우면동),02-576-2759,02-3461-4896,,4,139.0,1,6,6,35,19,37.47182813,127.0265728,미운영,1996-04-29,,,,2021-07-23,일반,1,2,1,0,0,0,0,0,0,4,3,9,7,0,0,0,0,0,0,19,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,04:40.0,127.0265873,37.47184543,정좌표
4513,8245,중랑구,11260000140,은혜삐아제어린이집,민간,정상,2240,서울특별시 중랑구 답십리로81길 130 (면목동),02-435-5956,02-433-5478,,8,199.0,1,11,13,87,62,37.57693449,127.0853079,운영,1996-04-27,,,,2021-07-23,야간연장,0,1,2,2,1,1,0,0,0,7,0,5,12,16,12,17,0,0,0,62,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,02:11.0,127.0853225,37.57695145,정좌표
4514,8249,마포구,11440000133,꼬마또래어린이집,가정,정상,3980,서울특별시 마포구 성미산로 169,070-8824-3756,02-6389-3756,,3,85.0,0,4,7,20,17,37.5650344,126.9245279,미운영,1996-04-24,,,,2021-07-23,일반,1,2,1,0,0,0,0,0,0,4,2,8,7,0,0,0,0,0,0,17,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,03:20.0,126.9249341,37.56434862,정좌표
4515,8252,서대문구,11410000037,푸른꿈동산어린이집,민간,정상,3642,서울특별시 서대문구 홍제내2다길 25 (홍제동),02-391-8049,02-391-8037,sopia6789@naver.com,8,236.0,2,16,15,89,77,37.58484983,126.9385046,운영,1996-04-18,,,,2021-07-23,야간연장,0,2,1,1,0,0,2,2,0,8,0,10,7,15,0,0,10,35,0,77,0.0,1.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,03:10.0,126.938063,37.58443745,정좌표
4516,8253,용산구,11170000094,엘지유플러스어린이집,직장,정상,4379,서울특별시 용산구 한강로3가 한강대로 32,070-8277-4119,050-5167-2285,tel. 070-8277-4120,3,103.0,0,5,9,39,22,37.52384284,126.9635283,미운영,1996-04-18,,,,2021-07-23,일반,0,3,3,2,0,0,0,0,0,8,0,7,8,7,0,0,0,0,0,22,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,01:30.0,126.9635089,37.52378804,정좌표
4517,8258,은평구,11380000067,무지개나라어린이집,민간,정상,3483,서울특별시 은평구 가좌로7다길 13 (응암동),02-302-5255,02-308-9118,http://club.cyworld.com/302-5255,2,95.0,1,6,4,39,9,37.58461954,126.9183192,미운영,1996-04-10,,,,2021-07-23,일반,0,1,1,0,0,0,6,0,0,8,0,0,6,0,0,0,3,0,0,9,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,03:01.0,126.9182861,37.58463115,정좌표
4518,8261,서초구,11650000096,은빛어린이집,가정,정상,6723,서울특별시 서초구 효령로68길 13 21동 102호(서초동 현대아파트),02-3471-1218,02-3471-1218,,3,61.0,0,4,6,20,19,37.48826107,127.0234614,미운영,1996-04-06,,,,2021-07-23,야간연장,4,4,2,1,0,0,5,0,0,16,6,5,8,0,0,0,0,0,0,19,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,04:41.0,127.0244354,37.48550369,정좌표
4519,8264,동대문구,11230000057,다솜어린이집,민간,정상,2561,서울특별시 동대문구 천호대로45나길 48 (용두동),02-960-1794,02-960-1794,http://www.enterkids.com/dasom/,5,153.0,0,4,4,39,16,37.57676666,127.0416647,미운영,1996-04-03,,,,2021-07-23,야간연장,0,0,0,0,0,0,2,1,0,3,0,0,0,0,0,0,2,14,0,16,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,02:00.0,127.0416958,37.5768115,정좌표
4520,8267,동작구,11590000126,대림삐아제어린이집,가정,정상,6943,서울특별시 동작구 여의대방로 250 102동 102호(대방동 대림아파트),02-824-7818,02-823-7818,,4,84.0,0,4,8,20,17,37.50720868,126.9246376,미운영,1996-04-02,,,,2021-07-23,야간연장,1,1,1,0,0,0,2,0,0,5,3,5,6,0,0,0,3,0,0,17,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,04:20.0,126.924518,37.50874353,정좌표
4521,8268,영등포구,11560000095,고운색동어린이집,민간,정상,150900,서울특별시 영등포구 영등포동7가 영중로27길 8 (영등포동),02-2634-8760,02-2676-5158,http://gusd.0363.net,7,210.0,1,7,16,49,41,37.52488463,126.9063179,운영,1996-04-02,,,,2021-07-23,일반,8,4,4,0,0,0,0,2,0,18,12,10,11,0,0,0,0,8,0,41,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,16.0,04:10.0,126.9043972,37.52429007,정좌표
4522,8269,강동구,11740000124,이루니키즈어린이집,민간,정상,5345,서울특별시 강동구 명일로 230-15 (길동 101-2),02-486-6271,02-486-6272,www.yirunikids.com,9,181.0,2,16,14,68,67,37.53923489,127.1474573,운영,1996-04-02,,,,2021-07-23,일반,0,2,3,0,0,0,0,3,0,8,0,10,20,0,0,0,0,37,0,67,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,05:11.0,127.1474723,37.53923799,정좌표
4523,8270,동작구,11590000005,구립이수어린이집,국공립,정상,6995,서울특별시 동작구 동작대로35길 36 이수어린이집 (사당동),02-591-7634,02-591-7635,http://iseoul.seoul.go.kr/homepage/main.do?stCode=11590000005,6,221.0,1,21,11,69,63,37.49205759,126.9803833,미운영,1996-04-01,,,,2021-07-23,야간연장휴일보육,0,1,1,1,0,1,0,1,0,5,0,5,7,15,0,18,0,18,0,63,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,04:20.0,126.9807637,37.49152,정좌표
4524,8271,광진구,11215000041,아힘나어린이집,가정,정상,5086,서울특별시 광진구 능동로3길 17 101동 106호(자양동 한강성원아파트),02-447-9335,,,4,52.0,0,4,9,19,19,37.53324544,127.0660963,미운영,1996-04-01,,,,2021-07-23,일반,2,1,1,0,0,0,1,0,0,5,4,5,7,0,0,0,3,0,0,19,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,01:50.0,127.0655997,37.53322807,정좌표
4525,8272,강남구,11680000144,대치어린이집,국공립,정상,6189,서울특별시 강남구 영동대로65길 11 (대치동),02-561-1730,02-558-1731,http://gncare.go.kr/gdaechi,7,259.0,3,20,25,107,95,37.5018721,127.0655398,미운영,1996-04-01,,,,2021-07-23,야간연장,6,5,3,2,1,1,0,0,0,18,9,20,21,12,17,16,0,0,0,95,0.0,0.0,1.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,25.0,04:51.0,127.0655652,37.50185386,정좌표
4526,8273,강남구,11680000009,바롬어린이집,국공립,정상,6020,서울특별시 강남구 언주로164길 36 (신사동),02-516-4665,02-3442-2331,,5,140.0,2,16,14,66,44,37.52532703,127.0363496,미운영,1996-04-01,,,,2021-07-23,야간연장,2,3,3,0,0,0,0,1,0,9,6,13,16,0,0,0,0,9,0,44,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,04:51.0,127.0363663,37.5253449,정좌표
4527,8277,강서구,11500000258,다솔어린이집,가정,정상,7696,서울특별시 강서구 화곡로35길 23-17,02-2604-5621,,,3,76.0,0,5,3,20,3,37.5450477,126.8424865,운영,1996-03-28,,,,2021-07-23,일반,0,3,1,1,0,0,4,0,0,9,0,0,0,0,0,0,3,0,0,3,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,03:41.0,126.8425033,37.54507691,정좌표
4528,8278,종로구,11110000041,초동어린이집,법인?단체등,정상,3139,서울특별시 종로구 돈화문로5가길 23 (돈의동),02-765-6205,02-765-6202,chodong.or.kr,5,156.0,0,11,9,49,28,37.57174148,126.9912585,미운영,1996-03-26,,,,2021-07-23,장애아통합,0,1,1,0,0,0,1,1,1,5,0,5,5,0,0,0,2,14,2,28,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,01:10.0,126.9912724,37.57175573,정좌표
4529,8279,강북구,11305000157,새서울어린이집,민간,정상,1197,서울특별시 강북구 삼양로19길 164 순복음새서울교회 1353동 1층 4호(미아동),02-989-7490,02-987-6485,newseoul.ukid.kr,10,413.0,1,11,22,156,149,37.61736124,127.015747,운영,1996-03-25,,,,2021-07-23,야간연장,0,0,2,3,2,3,1,2,0,13,0,0,7,45,18,40,4,35,0,149,0.0,0.0,1.0,0.0,0.0,1.0,17.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,23.0,02:30.0,127.0157727,37.61736879,정좌표
4530,8280,송파구,11710000038,가락복지관어린이집,국공립,정상,5698,서울특별시 송파구 양재대로 897 (가락동),02-449-2356,02-449-2352,https://cafe.naver.com/4492356,4,220.0,1,5,15,70,53,37.49553299,127.1068668,미운영,1996-03-23,,,,2021-07-23,장애아통합야간연장,0,2,2,1,0,0,1,1,2,9,0,10,14,12,0,0,0,11,6,53,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,05:01.0,127.1068973,37.49556634,정좌표
4531,8281,송파구,11710000046,석촌삐아제어린이집,민간,정상,5687,서울특별시 송파구 송파대로39길 13 (석촌동),02-2203-6694,02-419-5087,http://cyworld.com/bun229,8,315.0,1,10,13,83,67,37.50239907,127.1078267,운영,1996-03-23,,,,2021-07-23,야간연장,1,3,2,1,1,1,0,1,0,10,3,15,14,10,11,14,0,0,0,67,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,05:02.0,127.1078422,37.50241307,정좌표
4532,8283,용산구,11170000024,남산중앙어린이집,법인?단체등,정상,140901,서울특별시 용산구 두텁바위로60길 74 남산중앙교회내 (후암동),02-754-9919,,,4,164.0,0,8,10,49,34,37.54829648,126.9835883,미운영,1996-03-22,,,,2021-07-23,야간연장,1,0,1,0,0,0,1,2,0,5,2,0,6,0,0,0,3,23,0,34,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,01:30.0,126.9836758,37.54828653,정좌표
4533,8285,은평구,11380000162,예본어린이집,민간,정상,3419,서울특별시 은평구 연서로5길 40 (역촌동),02-387-3149,02-387-3149,,11,283.0,3,16,16,94,81,37.60383249,126.9111241,운영,1996-03-19,,,,2021-07-23,일반,0,2,2,2,1,1,0,0,0,8,0,9,13,19,19,21,0,0,0,81,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,16.0,03:01.0,126.9110932,37.6038673,정좌표
4534,8286,동대문구,11230000095,애일선교어린이집,민간,정상,2584,서울특별시 동대문구 왕산로16길 28 (용두동),02-921-3825,02-928-5489,,5,271.0,0,5,8,49,25,37.57660266,127.0309582,운영,1996-03-19,,,,2021-07-23,야간연장,0,2,1,0,0,0,1,1,0,5,0,8,5,0,0,0,0,12,0,25,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,02:00.0,127.0309358,37.57655291,정좌표
4535,8288,도봉구,11320000134,유정어린이집,민간,정상,1309,서울특별시 도봉구 시루봉로27길 58 (도봉동),02-955-1377,02-956-5912,,8,243.0,2,12,18,92,88,37.67382464,127.0430772,운영,1996-03-14,,,,2021-07-23,일반,1,3,3,2,1,1,3,0,0,14,3,10,14,20,17,20,4,0,0,88,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,18.0,02:41.0,127.0430954,37.67384168,정좌표
4536,8290,강동구,11740000096,삐아제어린이집,가정,정상,5234,서울특별시 강동구 고덕로61길 37 102동 104호(고덕동 현대아파트),02-442-7349,02-442-7349,,3,49.0,1,4,6,18,16,37.55644737,127.1524239,미운영,1996-03-13,,,,2021-07-23,일반,2,1,1,0,0,0,0,0,0,4,6,5,5,0,0,0,0,0,0,16,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,05:11.0,127.1524266,37.55676816,정좌표
4537,8291,노원구,11350000435,예본i어린이집,가정,정상,1663,서울특별시 노원구 한글비석로 396 104동 102호(상계동 벽산),02-6232-1001,02-6232-1001,,3,72.0,0,5,4,20,5,37.66129455,127.0726927,미운영,1996-03-12,,,,2021-07-23,일반,2,2,1,0,0,0,2,0,0,7,2,0,0,0,0,0,3,0,0,5,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,02:52.0,127.0735709,37.66147566,정좌표
4538,8292,노원구,11350000295,지성어린이집,가정,정상,1859,서울특별시 노원구 섬밭로 52 101동108호(대주파크빌아파트),02-977-5668,02-6951-5668,www.cyworld.com/jisungkids,4,74.0,0,4,5,20,12,37.62100913,127.0721954,미운영,1996-03-12,,,,2021-07-23,야간연장,1,0,1,0,0,0,1,0,0,3,3,0,6,0,0,0,3,0,0,12,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,02:52.0,127.072217,37.62090718,정좌표
4539,8294,송파구,11710000260,장미어린이집,가정,정상,5504,서울특별시 송파구 올림픽로35길 104 18동 103호(신천동 장미아파트),02-3431-1616,02-3431-1616,,3,89.0,0,4,4,19,10,37.51888273,127.0992514,미운영,1996-03-11,,,,2021-07-23,일반,0,0,2,0,0,0,3,0,0,5,0,0,7,0,0,0,3,0,0,10,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,05:02.0,127.0971712,37.5180755,정좌표
4540,8295,양천구,11470000043,등촌어린이집,법인?단체등,정상,7950,서울특별시 양천구 목동중앙북로8다길 13 (목동),02-2654-1577,02-2653-1578,등촌교회-어린이집,4,114.0,0,16,10,43,43,37.54641086,126.8658877,미운영,1996-03-10,,,,2021-07-23,일반,0,2,3,1,0,0,0,0,0,6,0,10,18,15,0,0,0,0,0,43,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,03:31.0,126.8658829,37.5464024,정좌표
4541,8297,은평구,11380000190,또래또어린이집,민간,정상,3422,서울특별시 은평구 갈현로2길 29-15,02-386-8593,02-385-8593,https://toreto.kidsnote.ac,8,388.0,2,32,9,150,28,37.59992162,126.9135382,운영,1996-03-07,,,,2021-07-23,일반,2,2,5,2,1,1,5,3,0,21,0,0,6,0,0,0,2,20,0,28,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,03:01.0,126.9135492,37.59993951,정좌표
4542,8298,용산구,11170000028,사무엘 어린이집,법인?단체등,정상,4351,서울특별시 용산구 이태원로15길 1 (이태원동),02-796-7470,02-792-7470,,4,253.0,1,7,11,52,50,37.53458993,126.9902135,미운영,1996-03-07,,,,2021-07-23,일반,0,1,1,0,0,0,4,2,0,8,0,0,0,0,0,0,16,34,0,50,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,01:30.0,126.9901905,37.53461881,정좌표
4543,8301,성북구,11290000126,돈암교회어린이집,법인?단체등,정상,2829,서울특별시 성북구 아리랑로4길 45 (동선동5가),02-922-6259,0504-038-6259,http://town.cyword.com/don,4,122.0,0,6,9,46,37,37.59585688,127.0178728,운영,1996-03-06,,,,2021-07-23,일반,0,0,2,0,0,0,1,2,0,5,0,0,12,0,0,0,3,22,0,37,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,02:21.0,127.0178429,37.59572703,정좌표
4544,8303,은평구,11380000008,구립 녹번복지관 어린이집,국공립,정상,3382,서울특별시 은평구 은평로21길 14-26,02-358-4695,02-389-0058,,5,229.0,1,13,21,86,73,37.60269184,126.9317503,미운영,1996-03-04,,,,2021-07-23,장애아통합야간연장,0,2,2,1,1,1,0,2,4,13,0,8,12,15,10,20,0,0,8,73,0.0,0.0,0.0,0.0,0.0,1.0,14.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,21.0,03:01.0,126.9317839,37.60271362,정좌표
4545,8307,동작구,11590000021,구립둥지어린이집,국공립,정상,7010,서울특별시 동작구 사당로14길 20 둥지어린이집 (사당동),02-597-0912,02-597-6512,http://iseoul.seoul.go.kr/homepage/main.do?stCode=11590000021,4,242.0,1,6,8,47,34,37.48325134,126.9714434,미운영,1996-03-02,,,,2021-07-23,야간연장휴일보육,0,1,1,0,0,0,0,2,0,4,0,5,7,0,0,0,0,22,0,34,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,04:20.0,126.9714533,37.48327185,정좌표
4546,8308,관악구,11620000030,구립원당어린이집,국공립,정상,8740,서울특별시 관악구 행운1길 6-3 (봉천동)  [행운동],02-879-1798,02-886-8394,http://iseoul.seoul.go.kr/homepage/main.do?stCode=11620000030,4,139.0,1,7,12,65,58,37.48005061,126.9588237,미운영,1996-03-02,,,,2021-07-23,장애아통합야간연장,0,1,2,1,0,0,0,2,2,8,0,5,14,13,0,0,0,21,5,58,0.0,0.0,0.0,0.0,0.0,1.0,7.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,04:30.0,126.9588247,37.48004982,정좌표
4547,8310,중구,11140000009,신당중앙어린이집,법인?단체등,정상,4608,서울특별시 중구 다산로 165 (신당동),02-2234-7589,02-2236-3054,,4,136.0,0,7,11,49,41,37.55831345,127.0121588,미운영,1996-03-01,,,,2021-07-23,야간연장,0,1,0,1,0,0,2,1,0,5,0,4,0,11,0,0,6,20,0,41,0.0,0.0,0.0,0.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,01:20.0,127.012216,37.55836897,정좌표
4548,8311,송파구,11710000012,열매어린이집,국공립,정상,5538,서울특별시 송파구 올림픽로47길 9 열매어린이집 (풍납동),02-473-2311,02-471-4451,,6,253.0,1,13,13,82,76,37.52724533,127.117746,미운영,1996-03-01,,,,2021-07-23,장애아통합야간연장,0,2,2,1,1,1,0,0,0,7,0,10,14,14,19,19,0,0,0,76,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,05:02.0,127.1175879,37.52688654,정좌표
4549,8313,용산구,11170000008,용산교회어린이집,법인?단체등,정상,4316,서울특별시 용산구 원효로1가 백범로77길 36,02-3272-9521,02-3272-9521,,4,135.0,0,6,10,30,23,37.53982444,126.9655838,미운영,1996-02-28,,,,2021-07-23,야간연장,2,2,2,0,0,0,3,0,0,9,6,8,0,0,0,0,9,0,0,23,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,01:30.0,126.9656199,37.53988791,정좌표
4550,8316,강남구,11680000126,태화어린이집,민간,정상,6353,서울특별시 강남구 광평로 185 태화기독교사회복지관 내 (수서동),02-2040-1680,02-2040-1794,,5,209.0,2,16,13,79,50,37.48477107,127.0934183,미운영,1996-02-26,,,,2021-07-23,일반,0,2,2,1,0,0,0,2,0,7,0,10,10,12,0,0,0,18,0,50,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,13.0,04:51.0,127.0933965,37.48483049,정좌표
4551,8317,강동구,11740000026,앨리스어린이집,민간,정상,5254,서울특별시 강동구 고덕로20가길 21 (암사1동 457-43),02-3427-3347,02-3427-3377,http://cafe.daum.net/sebestkid,7,250.0,1,9,11,71,53,37.55408657,127.1351465,운영,1996-02-23,,,,2021-07-23,일반,1,2,3,1,0,0,0,1,0,8,2,10,12,14,0,0,0,15,0,53,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,05:11.0,127.1351757,37.55410219,정좌표
4552,8318,강서구,11500000200,서울YMCA방화어린이집,국공립,정상,7611,서울특별시 강서구 개화동로21길 4 방화11단지아파트 내 서울YMCA방화어린이집 (방화동),02-2661-0255,02-2661-0285,,3,193.0,0,4,8,45,37,37.57012466,126.8053643,미운영,1996-02-23,,,,2021-07-23,장애아통합야간연장,0,0,1,1,0,0,1,2,1,6,0,0,7,0,0,0,5,22,3,37,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,03:41.0,126.8047621,37.57028638,정좌표
